word,definition,translation
Quarter Squats,"Verb: The act of a titty-bar whore squatting down on a stack of quarters and picking them up with her pussy. Performed in select sleazy titty-bars in Tijuana Mexico. The patrons all stack up quarters on the table for the dancer to squat down on - stuffing them insider her pussy, pick them up and drop them in her quarter jar by releasing them with her vaginal muscles.\n> Yo, me and Jose is going down to La Zona Notre to see some ho's doing quarter squats. Rafael said they do quarter squats at the Kinkle Bar. If you comming with us, then go hit up the quarter machine in the laundry first. You don't want to miss this act!\n",
quarter step,,四分音
quarter stock,,[经] 每股票面25元的股票
quarter time,, [体]节间休息
quarter tone,,四分音
quarter turn belt,,[机] 直角回转带
quarter water,"Those little 25 cent drinks youi get at the bodega you used to drink when you were a kid.\n> I'mma run to the store right quick, get a quarter water, you want something?\n",
quarter word,,[计] 四分之一字长
quarter-back,,n. 橄榄球的四分卫\nvt. （以四分卫）指挥进攻；领导；操纵\nvi. （橄榄球中）担任四分卫
quarter-backs,plural of quarter-back,(quarter-back 的复数) n. 橄榄球的四分卫\nvt. （以四分卫）指挥进攻；领导；操纵\nvi. （橄榄球中）担任四分卫
quarter-bell,,n. 每一刻钟报时的钟铃
quarter-bound,,a. 皮脊硬面装订的
quarter-century,,[网络] 四分之一世纪
quarter-circle,,[网络] 四分之一圆
quarter-deck,,n. 后甲板，高级船员或军官\nv. 来回走动
quarter-final,,"a. 四分之一决赛 的,复赛的\nn. 复赛"
quarter-finalist,,n. 进入复赛的人
quarter-finalists,plural of quarter-finalist,(quarter-finalist 的复数) n. 进入复赛的人
quarter-finals,plural of quarter-final,"(quarter-final 的复数) adj.四分之一决赛 的,复赛的\nn. 复赛"
quarter-hour,,n. 一刻钟，钟面上标明第一刻钟（或第三刻钟的）点
quarter-inch cartridge,,[计] 1/4英寸微型磁带
quarter-life,, 四分之一寿命
quarter-light,,n. （汽车的）边窗
quarter-lights,plural of quarter-light,(quarter-light 的复数) n. （汽车的）边窗
quarter-point,,四分之一罗经点
quarter-points,plural of quarter-point,(quarter-point 的复数) 四分之一罗经点
quarter-square multiplier,,[电] 四分之一正方倍增器
quarter-square operator,,[计] 四分之一平方乘法器
quarter-staff,,"n. 铁头木棒（英国旧时的一种武器, 长六英尺至八英尺）"
quarter-staffs,plural of quarter-staff,"(quarter-staff 的复数) n. 铁头木棒（英国旧时的一种武器, 长六英尺至八英尺）"
quarter-tone,n. half of a semitone, 四分之一音；四分音
quarter-turn,, 直角回转
quarter-vine,,[网络] 紫葳藤
quarter-wave,, 四分之一波长
quarter-wave antenna,,[电] 四分之一波长天线
quarter-wave attenuator,,[电] 四分之一波长衰减器
quarter-wave plate,,[化] 1/4波片
quarter-witted,,a. 智力极低的
quarter-yearly,,"adv. adj.每三个月（的）, 一年4次（的）"
quarterage,n. A quarterly allowance.,"n. 季度工资, 季度津贴, 季度税, 住宿费用\n[经] 按季收付的款项, 季度工资, 季度税"
quarterage day,,"[经] 季度的第一天, 季度结帐日"
quarterback,n. (football) the person who plays quarterback\nn. (American football) the position of the football player in the backfield who directs the offensive play of his team\nv. play the quarterback,n. 四分卫\nvi. 担任四分卫
quarterback sneak,, [橄榄球]四分卫跑或偷袭(指四分卫接到中锋传球立即冲入并列争球线中间的打法)
quarterbacks,n. (football) the person who plays quarterback\nn. (American football) the position of the football player in the backfield who directs the offensive play of his team\nv. play the quarterback,"n. （美式足球）（指挥进攻的）四分卫, 枢纽前卫( quarterback的复数形式 )"
quarterdeck,n. the stern area of a ship's upper deck,n. 后甲板
quarterdecker,,"n. 海军官员, 高级船员"
quarterdecks,n. the stern area of a ship's upper deck,n. [船] 后甲板（等于quarter-deck）
quartered,"v provide housing for (military personnel)\nv pull (a person) apart with four horses tied to his extremities, so as to execute him\nv divide into quarters\nv divide by four; divide into quarters",a. 四等分的；（木料）纵锯成四开的
quarterfinal,n. one of the four competitions in an elimination tournament whose winners go on to play in the semifinals,a. 四分之一决赛的\nn. 四分之一决赛
quarterfinalist,,n. 四分之一决赛选手
quarterfinals,n. one of the four competitions in an elimination tournament whose winners go on to play in the semifinals,a. 四分之一决赛的\nn. 四分之一决赛
quarterfoil,"n. An ornamental foliation having four lobes, or foils.", 四叶饰
quartering,n. a coat of arms that occupies one quarter of an escutcheon; combining four coats of arms on one shield usually represented intermarriages\nn. living accommodations (especially those assigned to military personnel)\nn. dividing into four equal parts,"n. 四等分, 供给住宿\n[化] 四分; 四分法"
quartering process,,[医] 四等分法
quartering punishment,,[法] 四肢裂解刑
quarterings,plural of quartering\nn. a coat of arms that occupies one quarter of an escutcheon; combining four coats of arms on one shield usually represented intermarriages\nn. living accommodations (especially those assigned to military personnel)\nn. dividing into four equal parts,"(quartering 的复数) n. 四等分, 供给住宿\n[化] 四分; 四分法"
quarterlies,pl.  of Quarterly,n. 季刊( quarterly的名词复数 )
quarterlight,,na. (车辆的)边窗\n[网络] 后侧窗
quarterly,n. a periodical that is published every quarter (or four issues per year)\na. of or relating to or consisting of a quarter\nr. in diagonally opposed quarters of an escutcheon\nr. in three month intervals,"a. 季度的, 按季度的, 每季的\nadv. 按季, 每三个月, 每季一次\nn. 季刊"
quarterly budget,,[经] 季度预算
Quarterly Cumulative Index Medicus,,[医] 医学杂志总索引季刊
quarterly disbursements,,"[经] 季度付出款, 季度支出额"
quarterly dividend,,[经] 季度支付的股利
quarterly earnings in annual reports,,[经] 年度报告中的分季收益
Quarterly Meeting,,(基督教教友会的)季会
quarterly reporting to sec,,[经] 提交证券委员会的季度报告
quarterly reports,,[经] 季报
quarterly settlement days,,"[经] 分季清算日, 季度结算期"
quarterly-progress report,,[计] 季度进展报告
quartermaine,, [人名] [英格兰人姓氏] 夸特梅因 Quartermain的变体
quarterman,, 造船厂工段长
quartermaster,n. an army officer who provides clothing and subsistence for troops,"n. 军需官\n[法] 军需官, 后勤官, 军需主任"
quartermaster depot,,n. 军需仓库
quartermaster general,,na. 兵站总监〔略 Q.M.G.〕\n[网络] 军需总长；三军后勤总长；军需总监
quartermasters,n. an army officer who provides clothing and subsistence for troops,"n. <军>军需官, 军需主任( quartermaster的复数形式 ); <海>舵手"
quartern,n one of four equal parts,"n. 四分之一, 四分之一品脱"
quarternary,,[计] 四元的
quarternary alloy,,[机] 四元合金
quarternary operator,,[计] 四元操作符
quarternary phase-shift keying,,[电] 四相相位键移
quarternary structure,,[化] 四级结构
quarternate,,四个一组的
quarterpace,n. A platform of a staircase where the stair turns at a\n   right angle only. See Halfpace.," 曲尺楼梯平台, 直角转弯梯台"
quarterpoint,,"左[右]舷 135°的方向, 四分之一罗经方位点(相当于 2°48545″)"
quarters,"n housing available for people to live in\nn one of four equal parts\nn a district of a city having some distinguishing character\nn (football, professional basketball) one of four divisions into which some games are divided\nn a unit of time equal to 15 minutes or a quarter of an hour\nn one of four periods into which the school year is divided\nn a fourth part of a year; three months\nn one of the four major division of the compass\nn a quarter of a hundredweight (25 pounds)\nn a quarter of a hundredweight (28 pounds)\nn a United States or Canadian coin worth one fourth of a dollar\nn an unspecified person\nn the rear part of a ship\nn piece of leather that comprises the part of a shoe or boot covering the heel and joining the vamp\nn clemency or mercy shown to a defeated opponent\nv provide housing for (military personnel)\nv pull (a person) apart with four horses tied to his extremities, so as to execute him\nv divide into quarters\nv divide by four; divide into quarters","n. 寓所, 营房, 住处"
quartersaw,,vt.把原木锯成四块
quartersawed,,v. 把原木锯成四块( quartersaw的过去式和过去分词 )
quartersawn,,v. 把原木锯成四块( quartersaw的过去分词 )
quarterstaff,n. a long stout staff used as a weapon,"n. 铁头木棒（英国旧时的一种武器, 长六英尺至八英尺）"
quarterstaves,pl.  of Quarterstaff,"n. 铁头木棒（英国旧时的一种武器, 长六英尺至八英尺）( quarterstaff的名词复数 )"
quarterstretch,,n. (跑道的)终点直道
quartervine,n. woody flowering vine of southern United States; stems show a cross in transverse section,紫威藤
quartet,n. four performers or singers who perform together\nn. a set of four similar things considered as a unit\nn. four people considered as a unit\nn. a musical composition for four performers,n. 四重奏\n[计] 四位字节
quartets,n. the cardinal number that is the sum of three and one\nn. four performers or singers who perform together\nn. a set of four similar things considered as a unit,n. 四重唱（奏）曲( quartet的复数形式 ); 四重唱奏; 四重唱（奏）表演小组
quartette,n four performers or singers who perform together\nn a set of four similar things considered as a unit\nn four people considered as a unit\nn a musical composition for four performers,"n. 四人一组, 四件一套, 四重唱, 四部合奏曲, 四重奏\n[医] 四等体, 四个组"
quartibrach,,四腕板
quartic,n an algebraic equation of the fourth degree,a. 四次的\nn. 四次方程
quartic curve,,[计] 四次曲线
quartic equation,,[计] 四次方程
quartic polynomial,,[网络] 四次多项式
quartic surface,,[计] 四次曲面
quartier,,n. (Quartier)人名；(法)卡尔捷
quartiers,plural of quartier,(quartier 的复数) n. (Quartier)人名；(法)卡尔捷
quartile,n. (statistics) any of three points that divide an ordered distribution into four parts each containing one quarter of the scores,"n. 四分位数\n[医] 四分值, 四分线"
quartiles,plural of quartile\nn. (statistics) any of three points that divide an ordered distribution into four parts each containing one quarter of the scores,"(quartile 的复数) n. 四分位数\n[医] 四分值, 四分线"
quartipara,,[医] 四产妇
quartiparous,,[医] 四产的
quartisect,,[医] 切为四份
quartisternal,,[医] 胸骨第四节的
quartisternum,,胸骨第四节
quartite deviation,,[医] 四分差
quarto,n. the size of a book whose pages are made by folding a sheet of paper twice to form four leaves,"n. 四开, 四开大的书本"
