word,definition,translation
ketches,n. a sailing vessel with two masts; the mizzen is forward of the rudderpost,n. 双桅纵帆船( ketch的复数形式 )
ketchikan,, [地名] [美国] 凯奇坎
ketchum,, [人名] 凯彻姆; [地名] [美国] 凯彻姆
ketchup,n thick spicy sauce made from tomatoes,n. 蕃茄酱
ketchup bottle,,[网络] 番茄酱瓶
Ketchup drool,The thin nasty liquid that drips from the ketchup bottle before the thick sauce reaches the opening\n> Don't pour the ketchup bottle over your fries until all the ketchup drool has cleared.\n,
ketchups,plural of ketchup\nn thick spicy sauce made from tomatoes,(ketchup 的复数) n. 蕃茄酱
kete,, [地名] [加纳] 凯泰
ketek,, [医]是一种抗生素类药（含telithromycin）
keteleeria,n Asiatic conifers resembling firs,油杉属
ketembilla,n a small shrubby spiny tree cultivated for its maroon-purple fruit with sweet purple pulp tasting like gooseberries; Sri Lanka and India\nn maroon-purple gooseberry-like fruit of India having tart-sweet purple pulp used especially for preserves,开坦姆皮拉果
ketembilla tree,,[网络] 薄纱树
keten,,"n. [化] 乙烯酮, 烯酮"
ketene,,"n. [化] 乙烯酮, 烯酮"
ketene (di)acetal,,[化] 乙烯酮缩二乙醇
ketene lamp,,[机] 乙烯酮灯
kethley,, [人名] 基思利
kethoxal,,[化] 凯托沙; 乙氧丁酮醛
ketimide,,[有化]酰基酮亚胺
ketimine,,酮亚胺
ketine,n. One of a series of organic bases obtained by the reduction\n   of certain isonitroso compounds of the ketones. In general they are\n   unstable oily substances having a pungent aromatic odor.,"[化] 2,5-二甲基吡嗪"
ketipic acid,,"[化] 草酰二乙酸; β,β'-己二酮二酸"
ketler,, [人名] 凯特勒
ketner,, [人名] 凯特纳
keto,,a. [化] 酮类的
keto acid,,[医] 酮酸
keto aldehyde,,[医] 酮醛
keto ester,,[化] 酮酸酯
keto form,,[化] 酮式
keto-,,pref. 酮\n[医] 酮[基]
keto-acetic acid,,[化] 丙酮酸
keto-acid,,[化] 酮酸\n[医] 酮酸
keto-alcohol,,[化] 酮醇; 氧基醇
keto-aldehyde,,[化] 酮醛\n[医] 酮醛
keto-amide,,[化] 酮酰胺
keto-amine,,[化] 酮胺; 氨基酮
keto-bodies,,[医] 酮体
keto-enol tautomerism,,[化] 酮-烯醇互变异构
keto-enolic tautomerism,,[建] 酮及烯醇互变异构现象
keto-lactol,,[化] 内缩酮(羟基酮的内醚式)
keto-monobasic acid,,[化] 一价酮酸
keto-monocarboxylic acid,,[化] 一价酮酸
keto-morpholine,,[化] 吗啉
keto-tetrahydrophenanthrene,,[医] 酮四氢菲
keto-urine,,[医] 食物性酮尿
ketoacidosis,n. acidosis with an accumulation of ketone bodies; occurs primarily in diabetes mellitus,酮酸中毒
ketoacidosis-prone diabetes,,[网络] 酮症酸中毒易发糖尿病
ketoacidosis-resistant diabetes,,[网络] 酮症酸中毒的糖尿病
ketoacidosis-resistant diabetes mellitus,,[网络] 酮症酸中毒性糖尿病
ketoaciduria,, [医]酮酸尿
ketoadipic acid,,[化] 酮己二酸
ketoaldehyde,,酮醛
ketoalkylation,,酮烷基化(作用)
ketoamine,,"酮胺, 氨基酮"
ketoaminoacidemia,,支链酮酸尿
ketobemidone,,[化] 凯托米酮; 酚哌丙酮
ketobodies,,酮体
ketobutyric acid,,[化] 氧代丁酸; 丁酮酸; 丁邻酮酸
ketocapric acid,,[医] 癸酮酸
ketocaproic acid,,[医] 己酮酸
ketochol,,"[医] 克托可耳, 牛胆浸膏"
ketocholanic acid,,[医] 酮胆烷酸
ketoconazole,,[化] 酮康唑
ketocoumaran,,苯并二氢呋喃酮
ketodestrin,,雌酮
ketoestradiol,,酮雌(甾)二醇
ketoestrone,,酮雌(甾)酮
ketogenesis,,n. [化] 生酮作用
ketogenetic,,[医] 酮生成的
ketogenic,,a. 生酮的\n[医] 生酮的
ketogenic aminoacid,,[化] 生酮氨基酸
ketogenic diet,,"[医] 生酮饮食, 生酮食物"
ketogenic hormone,,[医] 生酮激素
ketogenic substance,,[医] 生酮物质
ketogenic threshold,,[医] 酮体肾阈
ketogenic-antiketogenic ratio,,[医] 生酮抗生酮比率
ketogluconate,,酮葡糖酸
ketogluconic acid,,[化] 酮葡糖酸; 葡糖酮酸
ketoglutaramate,,酮戊二酸单酰胺
ketoglutaramic acid,,[化] 酮戊酰胺酸; 酮戊二酸单酰胺
ketoglutarate,,n. [生化]酮戊二酸盐( 或酯)
ketoglutaric acid,,[化] 氧代戊二酸; 酮戊二酸(有α-β-两种)
ketogulonate,,酮古洛糖酸
ketogulonic acid,,[医] 古洛酮糖酸
ketohakonanol,,酮基哈共醇
ketoheptose,,庚酮糖
ketohexonate,,"已酮糖酸(盐, 酯)"
ketohexonic acid,,[化] 己酮糖酸
ketohexonie acid,,[医] 己酮糖酸
ketohexose,n a monosaccharide having six carbon atoms and a ketone group,n. [化] 已酮醣
ketohydroxy estrin,,"[医] 醇酮雌激素, 雌酮"
ketohydroxyestratriene,,雌酮
ketohydroxyestrin,,雌甾酮
ketoimine,,酮亚胺
ketoindole,,羟吲哚
ketoisocaproate,,"酮异已酸(盐, 酯)"
ketoisocaproic acid,,[化] 酮异己酸
ketoisovalerate,,酮异戊酸
ketoketene,,酮式烯酮
ketol,"n. One of a series of series of complex nitrogenous substances,\n   represented by methyl ketol and related to indol.",n. [化] 酮醇
ketolase,,酮酶
ketole,,吲哚
ketolic,,a. [化]有酮醇官能团的
ketolysis,,n. [化] 解酮作用
ketolytic,,a. [化] 解酮作用的
ketolytic reaction,,[化] 酮解反应
ketomonobasic acid,,[化] 一价酮酸
ketomycin,,酮霉素
ketomyoinositol,,"酮肌醇, 氧代环已六醇"
ketone,n. any of a class of organic compounds having a carbonyl group linked to a carbon atom in each of two hydrocarbon radicals,n. 酮\n[化] 酮
ketone alcohol,,[医] 酮醇
ketone bodies,,[医] 酮体
ketone body,,[化] 酮体
ketone ester,,[化] 酮酯
ketone ether,,[化] 酮醚; 烷氧基酮
ketone group,, 酮基
ketone hydrate,,[化] 酮水合物
ketone musk,,[化] 酮麝香
ketone rancidity,,[化] 酮败; 酮臭败; 酮坏; 酮哈喇
ketonemia,n an abnormal increase of ketone bodies in the blood as in diabetes mellitus,n. [医] 酮血症
ketones,n. any of a class of organic compounds having a carbonyl group linked to a carbon atom in each of two hydrocarbon radicals,n. 酮类（ketone的复数）
ketonic,"a. Pertaining to, or derived from, a ketone; as, a ketonic\n   acid.",酮的
ketonic acid,,[化] 酮酸(RCOCOOH)\n[医] 酮酸
ketonic ether,,[化] 酮醚; 烷氧基酮
ketonic form,,[化] 酮式
ketonic hydrolysis,,[化] 成酮水解
ketonic link(age),,[化] 羰基键
ketonization,,酮基化作用
ketonize,,酮化
ketonuria,n excessive amounts of ketone bodies in the urine as in diabetes mellitus or starvation,n. [医] 酮尿
ketonurine,,食物性酮尿
ketopalmitate,,"酮棕榈酸, 酮软脂酸"
ketopalmitic acid,,[化] 酮棕榈酸; 酮软脂酸\n[医] 棕榈酮酸
ketoplasia,,酮体生成
ketoplastic,,酮体生成的
ketoprofen,n nonsteroidal anti-inflammatory drug (trade names Orudis or Orudis KT or Oruvail),[化] 酮洛芬; 酮基布洛芬
ketoprogesterone,,[化] 酮孕酮
ketoprostenoate,,酮前列腺烯酸
ketopurine,,次黄嘌呤
ketopyrrolidine,,"吡咯烷酮, α, γ-丁内酰胺"
ketoreductase,,酮还原酶
ketorolac,, 酮咯酸；酮洛酸
ketorolac tromethamine,, [医]酮咯酸氨丁三醇<镇痛药>
ketos,,克托斯铬锰钨钢
ketose,n any monosaccharide sugar that contains a ketone group or its hemiacetal,n. 酮醣
ketoses,n. any monosaccharide sugar that contains a ketone group or its hemiacetal,酮糖
ketoside,,酮[糖]苷
ketosis,n an abnormal increase of ketone bodies in the blood as in diabetes mellitus,n. 酮症\n[医] 酮病
ketosis threshold,,[医] 酮阈(组织氧化酮体的最大限度)
ketosis-prone diabetes,, [医]趋酮症性糖尿病：即胰岛素依赖性糖尿病
ketosis-resistant diabetes,, [医]抗酮症性糖尿病
ketosis-resistant diabetes mellitus,,[网络] 酮症耐药性糖尿病
ketosomia,,[医] 露脏畸形
ketostearate,,酮硬脂酸
ketostearic acid,,[化] 酮硬脂酸\n[医] 硬脂酮酸
ketosteroid,n a steroid containing a ketone group,n. 酮类固醇
ketosubstrate,,酮基底物
ketosuccinic acid,,"[化] 草酰乙酸; 酮丁二酸\n[医] 酮丁二酸, 草酰乙酸"
ketosuria,,酮糖尿
ketotetrose,,酮丁糖
ketotic,, [医]酮病的
ketotifen,,[化] 酮替芬; 甲哌唑庚酮
ketotriazole,,三唑酮
ketotriose,,酮丙糖
ketovaleric acid,,[医] 戊酮酸
ketovinylation,,酮乙烯化作用
ketoxime,,n. [化]酮肟
ketoxylose,,木酮糖
ketrax,,四氢苯基咪唑并噻唑
kets,plural of ket\nn. Carrion; any filth.,"(ket 的复数) 态矢, 刃"
kett,, [人名] 凯特
kettell,, [人名] 凯特尔
ketter,, [人名] 凯特
kettering,n. United States electrical engineer who made numerous automotive improvements (including the electric starter) (1876-1958),n. 凯特灵（姓氏）
kettle,n. a metal pot for stewing or boiling; usually has a lid\nn. the quantity a kettle will hold\nn. a large hemispherical brass or copper percussion instrument with a drumhead that can be tuned by adjusting the tension on it,"n. 茶壶, 罐\n[化] 釜体釜; 锅"
kettle hole,, 锅形陷洞，锅穴，壶穴
kettle of fish,,n. 两码事; 野炊; 糟糕; 尴尬局面：很麻烦或棘手的尴尬局面
kettle reboiler,,[机] 锅形再沸器
kettle soap,,[化] 皂基
kettle-singing sound,,[医] 沸鸣音
kettle-type reboiler,,[化] 釜式重沸器; 釜式再沸器; K型再沸器; K型重沸器
kettled,past tense of kettle\nn. a metal pot for stewing or boiling; usually has a lid\nn. the quantity a kettle will hold\nn. a large hemispherical brass or copper percussion instrument with a drumhead that can be tuned by adjusting the tension on it,"(kettle 的过去时) n. 茶壶, 罐\n[化] 釜体釜; 锅"
kettledrum,n a large hemispherical brass or copper percussion instrument with a drumhead that can be tuned by adjusting the tension on it,"n. 半球形铜鼓, 午后茶会"
kettledrummer,n. One who plays on a kettledrum.,n. 定音鼓鼓手
kettledrums,n. a large hemispherical brass or copper percussion instrument with a drumhead that can be tuned by adjusting the tension on it,"n. 半球形铜鼓, 午后茶会( kettledrum的复数形式 )"
kettleful,,[网络] 水壶
kettleholder,,"壶柄,釜[勺]柄"
kettleman,,锅炉工
kettler,, [人名] 凯特勒
kettles,n. a metal pot for stewing or boiling; usually has a lid\nn. the quantity a kettle will hold\nn. (geology) a hollow (typically filled by a lake) that results from the melting of a mass of ice trapped in glacial deposits,n. （烧水用的）壶( kettle的复数形式 )
kettlestitch,,"锁线打结装订, 束结装订"
kettlewell,, [人名] 凯特尔韦尔; [地名] [英国] 凯特尔韦尔
kettnerite,,氟碳酸盐铋钙石
kettung,,(山脉)连锁
Ketubim,,[网络] 圣卷；圣录；杂集
ketupat,,椰蓉米粉蛋糕
keturonate,,糖酮酸
keturonic acid,,[化] 糖酮酸\n[医] 酮糖酸
kety,, [人名] 凯蒂
ketyl,,羰游基
ketyl radical,,[化] 羰自由基
ketz,, [人名] 凯茨
keuka,, [地名] [美国] 丘卡
Keuka Lake,,[网络] 大湖奇吾卡湖
keun,,n. (Keun)人名；(德)科伊恩
keuper,n. The upper division of the European Triassic. See Chart of\n   Geology., 考依波统
keurboom,n fast-growing roundheaded tree with fragrant white to deep rose flowers; planted as an ornamental\nn tree with odd-pinnate leaves and racemes of fragrant pink to purple flowers,栏木
keuren,, [人名] 柯伦
Kev,,[医] 千电子伏特
Kevan,,n. (Kevan)人名；(英)凯万
kevazingo,,"n. [植] 一种非洲西部的树, 该树的木"
keved,imp. & p. p. of Key,abbr. kiloelectron volt
kevel,n. A strong cleat to which large ropes are belayed.\nn. A stone mason's hammer.\nn. Alt. of Kevin,n. 盘绳栓
keven,, [人名] 凯文
Keven's lactometer,,[医] 克文氏乳比重计
kever,v. t. & i. To cover., [人名] 克弗
keville,, [人名] 凯维尔
kevin,n. The gazelle.,n. 凯文（男子名）
Kevin Durant,,凯文·杜兰特（NBA球星）
kevins,, [人名] 凯文斯
kevir,,沙漠洼盆
Kevlar,,[化] 凯芙拉
kevles,, [人名] 凯夫利斯
kevon,, [人名] 凯文
kevorkian,,n. (Kevorkian)人名；(罗)凯沃尔基安
kew,,n. 裘园（伦敦市郊著名植物园）
Kew garden fever,,[医] 立克次氏体痘[疹热]
Kew Gardens,,皇家植物园(伦敦)
kew magnetometar,,[电] 克攸地磁仪
kewal,,冲积土
kewanee,, [地名] [美国] 基瓦尼
kewaunee,, [地名] [美国] 基沃尼
Keweenaw,,[地质]基威诺期
Keweenawan,,基维诺期
keweenawite,,杂砷铜镍矿
kewer,, [人名] 丘尔
kewl,"A stupid way of spelling ""cool"". Made up by morons.\n> ""I'm a stupid whore who spells cool ""kewl""\n",
kewpie,,"n. 小娃娃玩偶,其商标名, 丘比特仙童"
kex,n. A weed; a kecksy.\nn. A dry husk or covering.,n. （具有伞形花序的）空心茎植物；（空心茎植物的）干茎
key,n. metal device shaped in such a way that when it is inserted into the appropriate lock the lock's mechanism can be rotated\nn. something crucial for explaining\nn. pitch of the voice\nn. any of 24 major or minor diatonic scales that provide the tonal framework for a piece of music,"n. 钥匙, 键, 解答, 关键, 要害, 基调, 线索, 答案, 暗礁\nvt. 调音, 锁上, 提供线索\nvi. 使用钥匙\n[计] 键, 密钥"
key assignments,,键设定\n[计] 键设定
key assumption,,"[经] 主要设想, 关键设想"
key attributes,,[经] 关键性控制程序
key bargaining,,[经] 关键谈判交易
key board,,[化] 键盘
key boss,,[机] 键槽毂圈
key brick,,[机] 楔形砖
key button,,[电] 键钮
key cabine,,[电] 电话控制盒
key card,, （用来开启电子锁的）钥匙卡
key change,,[电] 关键字压缩
key click,,[计] 电键卡嗒声
key click filter,,[计] 电键卡嗒声滤波器
key club,, <美>（每一成员各持有钥匙的）私人俱乐部（或夜总会）
key combination,,"组合键\n[计] 组合键, 按键组合"
key component,,"[化] 关键组分; 主要组分\n[经] 主要份量, 主要组成部份"
key currency,,"[经] 主要通货, 关键货币"
key cutter,,[机] 开键槽机
key deer,,凯鹿（鹿的品种）
key display call indicator,,[电] 键显示号器
key drift,,[机] 拔键销
key enzyme,,[化] 关键酶
key factor,,关键因素
key field,,关键字域\n[计] 关键字域
key frame,,[电] 键架
key fruit,,n. （枫树等的）翅果
key gate,,[机] 键形进模口
key grip,, 道具员
key groove,,[化] 键槽
key handle,,[电] 键柄
key head,,[化] 键头
key in,,键入\n[计] 键入
key industries,,[化] 关键工业; 基础工业
key industry,,[经] 关键工业
key input-checking visual-display unit,,[计] 键盘输入-检查可视显示器
key key board,,[电] 键盘
key ledger,,[经] 总分类帐
key letter in context,,[计] 上下文关键字母
key level,,功能键级别\n[计] 功能键级别
key light,, 基本灯光
key lime,,[网络] 浅绿莱姆色；莱姆之钥；墨西哥莱姆
key map,,键映射\n[计] 键映射
key modulation,,[电] 电键调变
key money,,"[法] 额外租金, 预付房租"
key name,,键名\n[计] 键名
key note,,"主调,基调"
key of reference,,[计] 引用关键字
key operation,,[计] 关键操作
key out,," 切断, 断开"
key palm,,[网络] 钥匙掌
key panel,,[电] 键板
key parameter,,[经] 关键参数
key pattern,, 形花样
key point,,"[经] 关键, 要点"
key post,,[经] 主要岗位
key pulse,,[电] 电键脉冲
key pulsing,,[电] 电键脉冲法
key punch,,[电] 电键打孔机
key puncher,,[计] 穿孔员
key redefiniton,,[计] 键的重定义
key ridge,,[医] 锁嵴
key ring,,钥匙圈
key scan,,[计] 键扫描
key seat rule,,[机] 键槽尺
key seat(ing),,[化] 键槽
key seating,,[机] 开键槽
key sending,,[电] 电键发送
key signature,,n. 音调符号
key singature,,调号
key slot,,[化] 键槽
key state,,[计] 关键状态
key station,,[电] 电铭台
key stone,,"拱心石,要点,主旨,根本原理"
key stroke,, 击键
key term,,[计] 关键词组
key type,,键类型\n[计] 键类型
key up,,"使升调, 使紧张, 使激动"
key verify,,[计] 键校对
key way,,[机] 键槽
key way cutter,,[机] 开键槽机
key way pull broach,,[机] 开键槽拉力
Key West,,基韦斯特
Key Wester,,基韦斯特岛(位于美国南部佛罗里达群岛的西部)；基韦斯特港
key witness,,"[法] 主要证人, 关键证人"
